22.10.2020 08:03:54;        Meldung ;Datei D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat erstellt.
22.10.2020 08:03:54;        Meldung ;Counter in Config.ini zurückschreiben...
22.10.2020 08:03:54;        Meldung ;--- Programm normal beendet. ---
22.10.2020 08:03:54;        Meldung ;********************************
22.10.2020 08:03:54;        Meldung ;
22.10.2020 08:04:25;        Meldung ;**********************************
22.10.2020 08:04:25;        Meldung ;--------- PROGRAMMSTART ----------
22.10.2020 08:04:25;        Meldung ;Initialisierung des Programms...
22.10.2020 08:04:25;        Meldung ;Einlesen der Config.ini Datei...
22.10.2020 08:04:25;        Meldung ;Einlesen der Config.ini Datei erfolgreich.
22.10.2020 08:04:25;        Meldung ;Einlesen der Datei loeschKunde.txt...
22.10.2020 08:04:25;        Meldung ;Einlesen der Datei loeschKunde.txt erfolgreich.
22.10.2020 08:04:25;        Meldung ;Einlesen der Datei loeschArtikel.txt...
22.10.2020 08:04:25;        Meldung ;Einlesen der Datei loeschArtikel.txt erfolgreich.
22.10.2020 08:04:25;        Meldung ;Einlesen der Datei tauscheArtikel.txt...
22.10.2020 08:04:25;        Meldung ;Einlesen der Datei tauscheArtikel.txt erfolgreich.
22.10.2020 08:04:25;        Meldung ;Initialisierung des Programms erfolgreich.
22.10.2020 08:04:25;        Meldung ;Prüfung der Parameter erfolgreich.
22.10.2020 08:04:25;        Meldung ;Prüfen des Quellpfades: D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat
22.10.2020 08:04:25;        Meldung ;Prüfung des Quellpfades erfolgreich.
22.10.2020 08:04:25;        Meldung ;Start der Konvertierung der Bestelldatei in eine Sedas.dat...
22.10.2020 08:04:25;        Meldung ;Beginn der Konvertierung...
22.10.2020 08:04:25;        Meldung ;Einlesen der Quelldatei...
22.10.2020 08:04:25;        Meldung ;Einlesen neues Dateiformat...
22.10.2020 08:04:25;        Meldung ;Löschen von nicht benötigten Kunden- und Artikeldaten laut loeschKunde.txt & loeschArtikel.txt.
22.10.2020 08:04:25;        Meldung ;Austauschen von Artikelnummern laut tauscheArtikel.txt.
22.10.2020 08:04:25;        Meldung ;Schreiben der Sedas.dat...
22.10.2020 08:04:25;        Meldung ;Konvertierung in SEDAS.DAT abgeschlossen.
22.10.2020 08:04:25;        Meldung ;Datei D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat erstellt.
22.10.2020 08:04:25;        Meldung ;Counter in Config.ini zurückschreiben...
22.10.2020 08:04:25;        Meldung ;--- Programm normal beendet. ---
22.10.2020 08:04:25;        Meldung ;********************************
22.10.2020 08:04:25;        Meldung ;
22.10.2020 08:04:52;        Meldung ;**********************************
22.10.2020 08:04:52;        Meldung ;--------- PROGRAMMSTART ----------
22.10.2020 08:04:52;        Meldung ;Initialisierung des Programms...
22.10.2020 08:04:52;        Meldung ;Einlesen der Config.ini Datei...
22.10.2020 08:04:52;        Meldung ;Einlesen der Config.ini Datei erfolgreich.
22.10.2020 08:04:52;        Meldung ;Einlesen der Datei loeschKunde.txt...
22.10.2020 08:04:52;        Meldung ;Einlesen der Datei loeschKunde.txt erfolgreich.
22.10.2020 08:04:52;        Meldung ;Einlesen der Datei loeschArtikel.txt...
22.10.2020 08:04:52;        Meldung ;Einlesen der Datei loeschArtikel.txt erfolgreich.
22.10.2020 08:04:52;        Meldung ;Einlesen der Datei tauscheArtikel.txt...
22.10.2020 08:04:52;        Meldung ;Einlesen der Datei tauscheArtikel.txt erfolgreich.
22.10.2020 08:04:52;        Meldung ;Initialisierung des Programms erfolgreich.
22.10.2020 08:04:52;        Meldung ;Prüfung der Parameter erfolgreich.
22.10.2020 08:04:52;        Meldung ;Prüfen des Quellpfades: D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat
22.10.2020 08:04:52;        Meldung ;Prüfung des Quellpfades erfolgreich.
22.10.2020 08:04:52;        Meldung ;Start der Konvertierung der Bestelldatei in eine Sedas.dat...
22.10.2020 08:04:52;        Meldung ;Beginn der Konvertierung...
22.10.2020 08:04:52;        Meldung ;Einlesen der Quelldatei...
22.10.2020 08:04:52;        Meldung ;Einlesen neues Dateiformat...
22.10.2020 08:04:52;        Meldung ;Löschen von nicht benötigten Kunden- und Artikeldaten laut loeschKunde.txt & loeschArtikel.txt.
22.10.2020 08:04:52;        Meldung ;Austauschen von Artikelnummern laut tauscheArtikel.txt.
22.10.2020 08:04:52;        Meldung ;Schreiben der Sedas.dat...
22.10.2020 08:04:52;        Meldung ;Konvertierung in SEDAS.DAT abgeschlossen.
22.10.2020 08:04:52;        Meldung ;Datei D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat erstellt.
22.10.2020 08:04:52;        Meldung ;Counter in Config.ini zurückschreiben...
22.10.2020 08:04:52;        Meldung ;--- Programm normal beendet. ---
22.10.2020 08:04:52;        Meldung ;********************************
22.10.2020 08:04:52;        Meldung ;
22.10.2020 08:05:39;        Meldung ;**********************************
22.10.2020 08:05:39;        Meldung ;--------- PROGRAMMSTART ----------
22.10.2020 08:05:39;        Meldung ;Initialisierung des Programms...
22.10.2020 08:05:39;        Meldung ;Einlesen der Config.ini Datei...
22.10.2020 08:05:39;        Meldung ;Einlesen der Config.ini Datei erfolgreich.
22.10.2020 08:05:39;        Meldung ;Einlesen der Datei loeschKunde.txt...
22.10.2020 08:05:39;        Meldung ;Einlesen der Datei loeschKunde.txt erfolgreich.
22.10.2020 08:05:39;        Meldung ;Einlesen der Datei loeschArtikel.txt...
22.10.2020 08:05:39;        Meldung ;Einlesen der Datei loeschArtikel.txt erfolgreich.
22.10.2020 08:05:39;        Meldung ;Einlesen der Datei tauscheArtikel.txt...
22.10.2020 08:05:39;        Meldung ;Einlesen der Datei tauscheArtikel.txt erfolgreich.
22.10.2020 08:05:39;        Meldung ;Initialisierung des Programms erfolgreich.
22.10.2020 08:05:39;        Meldung ;Prüfung der Parameter erfolgreich.
