NF;180;3785;010420;060420;892;16000;2.10;2;1.000;24
NF;180;3785;010420;060420;894;4000;3.10;4;1.000;24
NF;180;3785;010420;060420;904;20000;2.10;30;1.000;24
NF;180;3785;010420;060420;920;12000;3.00;77;1.000;24
NF;180;3785;010420;060420;35;12000;3.20;81;1.000;24
NF;180;3785;010420;060420;3398;10000;3.10;36;1.000;24
NF;180;3785;010420;060420;2214;12000;3.40;41;1.000;24
NF;180;3785;010420;060420;17;2000;13.00;54;1.000;24
NF;180;3785;010420;060420;3207;16000;3.40;56;1.000;24
NF;180;3785;010420;060420;4259;4000;3.90;1271;1.000;24
NF;180;3785;010420;060420;6068;4000;3.95;1275;1.000;24
NF;180;3785;010420;060420;6084;5000;0.90;125;1.000;24
NF;180;3785;010420;060420;1366;10000;1.70;199;1.000;24
NF;180;3785;010420;060420;1005;10000;1.20;201;1.000;24
NF;180;3785;010420;060420;1365;20000;1.70;207;1.000;24
NF;180;3785;010420;060420;5001;2000;1.70;208;8.000;24
NF;180;3785;010420;060420;1026;8000;1.70;228;1.000;24
NF;180;3785;010420;060420;3940;1000;1.70;247;8.000;24
NF;180;3785;010420;060420;4178;12000;1.80;249;1.000;24
NF;180;3785;010420;060420;2212;10000;1.60;1114;1.000;24
NF;180;3785;010420;060420;5466;10000;1.70;1457;1.000;24
NF;180;3785;010420;060420;5854;1000;1.70;1475;8.000;24
NF;180;3785;010420;060420;3977;5000;4.50;7004;1.000;24
NF;180;3785;010420;060420;109;10000;1.90;229;1.000;24
NF;180;3785;010420;060420;4849;2000;0.35;537;120.000;11
NF;180;3785;010420;060420;864;1000;0.70;539;60.000;11
NF;180;3785;010420;060420;867;1000;2.10;597;15.000;11
NF;180;3785;010420;060420;4222;1000;1.90;3547;18.000;11
NF;180;3785;010420;060420;5318;1000;1.70;3631;26.000;11
NF;180;3785;010420;060420;5416;1000;1.90;3696;20.000;11
NF;180;3785;010420;060420;6025;1000;2.20;3707;30.000;11
NF;180;3785;010420;060420;5538;1000;1.70;3730;30.000;11
NF;180;3785;010420;060420;5549;1000;2.10;3732;20.000;11
NF;180;3785;010420;060420;5997;3000;0.40;3844;40.000;11
NF;180;3785;010420;060420;6011;1000;0.95;30505;68.000;11
NF;180;3785;010420;060420;6144;2000;5.50;1371;1.000;15
NF;180;3785;010420;060420;4405;1000;14.00;367;1.000;15
NF;180;3785;010420;060420;6138;8000;1.90;1309;1.000;15
NF;180;3785;010420;060420;5651;8000;1.80;1448;1.000;15
NF;180;3785;010420;060420;118;4000;1.90;241;1.000;15
NF;180;3785;010420;060420;1521;4000;1.90;243;1.000;15
NF;180;3785;010420;060420;125;4000;1.90;252;1.000;15
NF;180;3785;010420;060420;164;1000;14.00;379;1.000;15
NF;180;3785;010420;060420;167;1000;14.00;385;1.000;15
NF;180;3785;010420;060420;1359;5000;1.70;233;1.000;15
NF;180;3785;010420;060420;1361;10000;1.90;235;1.000;15
NF;180;3785;010420;060420;5332;2000;5.70;7410;1.000;15
NF;180;3785;010420;060420;630;1000;2.40;4012;5.000;15
NF;180;3785;010420;060420;4713;1000;2.40;4038;5.000;15
NF;180;3785;010420;060420;6133;1000;2.90;4065;5.000;15

NF;190;3777;010420;060420;892;11000;2.10;2;1.000;24
NF;190;3777;010420;060420;894;5000;3.10;4;1.000;24
NF;190;3777;010420;060420;904;18000;2.10;30;1.000;24
NF;190;3777;010420;060420;920;18000;3.00;77;1.000;24
NF;190;3777;010420;060420;35;10000;3.20;81;1.000;24
NF;190;3777;010420;060420;3398;12000;3.10;36;1.000;24
NF;190;3777;010420;060420;2214;10000;3.40;41;1.000;24
NF;190;3777;010420;060420;17;1000;13.00;54;1.000;24
NF;190;3777;010420;060420;3207;12000;3.40;56;1.000;24
NF;190;3777;010420;060420;4259;5000;3.90;1271;1.000;24
NF;190;3777;010420;060420;6068;5000;3.95;1275;1.000;24
NF;190;3777;010420;060420;6084;4000;0.90;125;1.000;24
NF;190;3777;010420;060420;1366;28000;1.70;199;1.000;24
NF;190;3777;010420;060420;1365;30000;1.70;207;1.000;24
NF;190;3777;010420;060420;5001;2000;1.70;208;8.000;24
NF;190;3777;010420;060420;1026;10000;1.70;228;1.000;24
